id,label
9733,0.00082142884
63,0.00040592926
6400,0.9998097
823,0.9997893
4217,1.0383306e-05
3578,2.1132673e-06
10321,0.9978738
2666,0.00011812335
5109,0.0062589166
11981,0.000114522685
10447,0.996601
2100,3.2396777e-08
11759,0.99844104
4571,0.95624065
7078,0.9795939
12250,0.00026801557
1409,0.7466182
9055,0.9990037
6366,0.00031915278
12244,0.023102025
189,0.022348013
9041,2.601197e-07
6372,0.00045318744
11995,4.4809043e-05
10453,0.8870498
2114,0.9999471
4565,5.3705958e-06
4203,0.9982344
10335,0.9999975
2672,2.8754725e-06
9727,0.99979085
6414,4.8065915e-05
77,0.9880597
8439,0.9999932
837,0.99981195
2882,0.99999714
3544,0.9546612
11003,6.232917e-05
5135,0.9989096
1353,0.9999995
7722,0.8044612
8411,1.0
7044,0.00243334
8377,1.1271867e-06
1435,0.9809325
9069,0.98974717
5653,0.99999917
3222,0.89485776
11765,0.99996555
5647,2.5253343e-07
2128,4.9001592e-05
3236,1.2477662e-06
11771,2.4413499e-05
4559,0.99963033
7050,0.07133039
8363,8.730429e-06
12278,0.9987663
1421,0.8236172
6428,0.9999999
1347,1.1987324e-08
7736,0.99999774
8405,3.25468e-05
2896,0.0006638289
3550,0.99142104
11017,0.00014354633
10309,3.288415e-05
5121,0.9785976
9928,1.8313529e-05
638,5.6128374e-07
7905,4.1765274e-05
9096,0.00018396234
8388,0.7070851
12293,0.9998965
5874,0.99991417
11942,1.6855645e-07
10484,0.90084547
5860,0.99653256
11956,0.27093217
10490,0.98502076
9082,0.6833196
12287,0.99853027
7911,0.99985754
2869,0.004217566
9914,0.9712128
7939,0.6545343
1390,6.265562e-07
604,2.2185886e-05
2699,3.4221327e-06
2841,6.961552e-06
3587,0.9878455
5848,0.82813424
5690,0.8899983
162,7.6482465e-05
6399,0.99959666
7087,2.4151643e-05
176,0.99743396
7093,0.59893596
5684,0.07179656
2855,0.9115172
3593,0.9999733
9900,2.8931212e-05
88,0.999652
610,0.9999907
1384,0.970565
6164,6.321796e-07
9257,0.13023934
12052,0.9999981
8149,0.0007820622
4773,0.999925
2302,8.579718e-05
10645,1.0
2464,0.9999956
10123,0.017950408
4015,1.0046515e-07
6602,0.99147284
9531,0.9990853
7508,3.2184907e-05
1179,0.99948955
6616,2.1431842e-05
9525,0.00014136835
2470,0.98587406
10137,0.00027782956
11229,0.9997149
4001,0.9954066
10889,0.3329193
4767,0.99394023
3008,1.7110511e-05
2316,0.9999938
10651,0.9948114
5479,0.9999999
6170,2.45886e-05
9243,1.1624269e-05
12046,0.5099748
11567,0.99871004
3020,0.21200913
4997,0.00038206496
10679,9.728607e-06
5451,0.9998683
6158,9.600387e-06
1637,0.9820711
8175,0.21619424
7246,0.99413955
8613,0.9999517
7520,0.99999213
1151,0.9999999
5337,0.9999844
2458,0.2778132
11201,0.9999988
3746,0.00070846087
4029,0.0055742683
5323,0.002783428
11215,0.00031312677
3752,0.9998586
8607,0.25589514
7534,0.997874
1145,0.99999964
9519,0.00037736745
1623,4.0041577e-05
8161,0.003929587
7252,0.99999595
11573,6.3769317e-06
3034,7.7422203e-07
4983,0.0122774895
5445,3.1584153e-05
10686,0.00036347535
4968,0.0004875905
11598,0.9840095
12091,0.017400097
1810,0.32332522
9294,0.96158457
8834,0.13373409
6819,0.99996126
3961,0.9986401
3975,0.026879644
8820,3.0505458e-05
12085,1.860105e-06
1804,4.8895987e-07
9280,0.99976367
348,0.99892753
10692,0.9997657
7285,0.97040683
360,0.019277325
4954,0.9134703
5492,0.008281955
10862,6.2972795e-05
3785,0.6845231
406,0.9633871
1192,0.010419681
8808,1.631703e-05
6825,0.9998447
1186,0.99999034
412,0.9947535
6831,0.99998605
3791,2.1672156e-07
3949,0.9895969
4940,0.9977309
5486,0.00031065554
4798,2.0786141e-05
10876,0.9569401
1838,0.99999845
7291,0.9972543
374,0.0015389896
12126,0.66675174
6010,0.9995715
9323,0.82555306
5519,0.9999993
2276,0.9999982
10731,0.8604716
3168,0.0004634585
4607,0.005491766
4161,0.9910289
11349,0.99972886
2510,0.8274419
10057,0.45135915
6776,3.5880154e-07
9445,0.9633111
1019,1.0
8983,0.9900129
7468,0.99999714
6762,1.3738282e-05
9451,0.001356044
8997,0.93896866
599,2.040478e-08
4175,0.99999917
2504,0.9972761
10043,0.9999989
2262,0.00035664425
10725,0.9828243
4613,4.546242e-05
8029,0.0021737062
12132,0.963952
6004,0.9999759
9337,1.3474698e-06
5525,1.4176944e-05
11413,3.2068447e-06
3154,0.015835281
8001,0.0003292522
7332,0.81919616
1743,0.99490607
9479,0.9999436
1025,1.2392184e-06
6992,0.9998281
8767,0.99797255
7454,0.99959224
11375,0.0007872784
3632,0.993731
5243,0.99969375
4149,2.966127e-06
11361,0.0024779001
3626,0.99998546
2538,0.007829286
5257,4.5925734e-08
1031,0.019222446
6986,1.0
8773,5.2582052e-08
7440,0.0072662234
8015,9.8533106e-05
7326,0.97633886
1757,0.67207813
6038,0.9999702
5531,0.18673046
10719,0.87269974
